"","Concerned.with.homicide.investigations","Concerned.with.treatment.of.juveniles","Concerned.with.response.time","Concerned.with.human.rights","Concerned.with.crime.victim","Concerned.other","If.monitor.bad.apples","If.monitor.help.public","If.monitor.help.leadership","If.monitor.communicate.success","If.monitor.other"
"685","","","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"686","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"687","Homicide investigations","","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"688","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"689","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"690","","","","","","Treatment of all","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"691","Homicide investigations","","Response time","","","","","","","",""
"692","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"693","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"694","","","","","","Convictions","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"695","","","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"696","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"697","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"698","","","Response time","","Treatment of crime victims","","","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"699","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"700","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"701","Homicide investigations","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"702","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"703","","","Response time","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"704","","","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"705","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"706","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"707","","","Response time","Civil and human rights violations","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"708","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"709","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"710","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"711","","Treatment of juveniles","","","","","","","Helping NOPD leadership see and correct problems","",""
"712","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"713","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"714","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"715","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","all cases are important!","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"716","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"717","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"718","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"719","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"720","","","Response time","Civil and human rights violations","","","","","Helping NOPD leadership see and correct problems","",""
"721","Homicide investigations","","","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"722","Homicide investigations","","","","","","","","","",""
"723","","Treatment of juveniles","Response time","","Treatment of crime victims","Need more officers to control drug use in neighborhoods","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes","Open communication"
"724","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","","improve community relations/walk a beat or ride bikes"
"725","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","Protection for many that are in jail. Racket and corrupt police.","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"726","","","Response time","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"727","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"728","","","Response time","","","Quality of life issues","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"729","Homicide investigations","","","","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"730","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"731","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"732","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"733","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"734","","","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"735","","","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"736","","","Response time","","","","","","","",""
"737","Homicide investigations","","Response time","","Treatment of crime victims","Police attitudes, how they talk, treat civilians is horrible!","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"738","","","Response time","","","Need to hire more cops","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"739","","","Response time","","","More police need to be hired","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"740","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"741","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"742","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"743","","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"744","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"745","","Treatment of juveniles","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"746","","","","Civil and human rights violations","","","","","Helping NOPD leadership see and correct problems","",""
"747","Homicide investigations","","","","","","","","","",""
"748","Homicide investigations","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"749","","","","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"750","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"751","","","","Civil and human rights violations","","","","","","",""
"752","Homicide investigations","","","","","","","","","",""
"753","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"754","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"755","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"756","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"757","","Treatment of juveniles","","","","","","","Helping NOPD leadership see and correct problems","",""
"758","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"759","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"760","","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"761","Homicide investigations","","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"762","","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"763","","","","Civil and human rights violations","","","","","Helping NOPD leadership see and correct problems","",""
"764","","","Response time","","","","","","Helping NOPD leadership see and correct problems","",""
"765","","","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"766","Homicide investigations","Treatment of juveniles","","","","","","","Helping NOPD leadership see and correct problems","",""
"767","","Treatment of juveniles","","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"768","","","Response time","","","","","","","",""
"769","","","Response time","","","","","","","",""
"770","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"771","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"772","Homicide investigations","","","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"773","","Treatment of juveniles","","","","","","","","",""
"774","","","","","Treatment of crime victims","","","","","",""
"775","","","Response time","","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"776","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"777","","Treatment of juveniles","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"778","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"779","Homicide investigations","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"780","Homicide investigations","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"781","","","Response time","","","","","","Helping NOPD leadership see and correct problems","",""
"782","Homicide investigations","","","","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"783","","Treatment of juveniles","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"784","","","","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"785","","Treatment of juveniles","","","","nothing ","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","","nothing "
"786","","","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"787","","","Response time","","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"788","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"789","Homicide investigations","","","Civil and human rights violations","","They should stop messing with people who haven't done anything ","","","Helping NOPD leadership see and correct problems","",""
"790","Homicide investigations","","Response time","Civil and human rights violations","","Police brutality ","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","","Making sure police brutality is not going to be an issue nomore."
"791","","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","No comment ","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes","No comment "
"792","Homicide investigations","","Response time","","","Good","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes","Great"
"793","","","","Civil and human rights violations","","","","","Helping NOPD leadership see and correct problems","",""
"794","","Treatment of juveniles","Response time","","Treatment of crime victims","N/A","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes","N/A"
"795","","","","","","","","","","","Not gonna do that so i don't care."
"796","","Treatment of juveniles","Response time","","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"797","Homicide investigations","","","Civil and human rights violations","","  Violence ","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes","Mainly equal for all. "
"798","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"799","","","Response time","","","Idk this is stupid ","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","","Idk"
"800","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","Teen crime ","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes","Telling the community "
"801","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"802","","","","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"803","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"804","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"805","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"806","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"807","","","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"808","","","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes",""
"809","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"810","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"811","Homicide investigations","","Response time","Civil and human rights violations","","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","",""
"812","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"813","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"814","","","Response time","","","","","","","Telling the public about all NOPD’s successes and mistakes",""
"815","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"816","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"817","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"818","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"819","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"820","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"821","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"822","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"823","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"824","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"825","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"826","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"827","Homicide investigations","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"828","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"829","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"830","Homicide investigations","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"831","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"832","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"833","","Treatment of juveniles","","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"834","","","","Civil and human rights violations","","","","","Helping NOPD leadership see and correct problems","",""
"835","","","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"836","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes",""
"837","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"838","","","Response time","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","","",""
"839","","","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","","yes"
"840","","Treatment of juveniles","Response time","","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","Helping NOPD leadership see and correct problems","",""
"841","","","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","Telling the public about all NOPD’s successes and mistakes","None "
"842","Homicide investigations","Treatment of juveniles","Response time","Civil and human rights violations","Treatment of crime victims","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","Helping the public understand NOPD better and identifying areas where NOPD could improve","Helping NOPD leadership see and correct problems","Telling the public about all NOPD’s successes and mistakes",""
"843","","","","Civil and human rights violations","","","Cleaning out the “bad apples” and making sure NOPD officers are punished for wrongdoing","","","",""
"844","Homicide investigations","","Response time","","Treatment of crime victims","","","Helping the public understand NOPD better and identifying areas where NOPD could improve","","Telling the public about all NOPD’s successes and mistakes","To keep the people safe "
"845","","","Response time","Civil and human rights violations","","","","","Helping NOPD leadership see and correct problems","",""
